rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,DSX,Diana Shipping inc. common stock,NYSE,3.009999990463257,0.094545,0.127341,0.184863,3.122213,0.151144,0.111651,0.0,82.341707,2026-09-02,78.022624,374485286.98349833,0.2,5,Nvidia (NVDA) Q2 2027 Earnings Call Transcript | IREN (IREN) Q4 2026 Earnings Call Transcript | Should Eaton’s AI Data Center and Healthcare Deals With Trane Signal a Strategic Shift for ETN Investors?,https://finance.yahoo.com/m/559b45df-9f5d-3c8c-b3ac-7b450e175ad3/nvidia-%28nvda%29-q2-2027.html | https://finance.yahoo.com/m/f58162c0-a1ef-3cc0-97a5-7a2450cbda49/iren-%28iren%29-q4-2026-earnings.html | https://finance.yahoo.com/technology/ai/articles/eaton-ai-data-center-healthcare-090651273.html,2026-08-31T13:49:39+00:00,54.0,74.41923,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
12,RSKD,Riskified Ltd. Class A Ordinary Shares,NYSE,6.650000095367432,0.074313,0.113903,0.269084,1.837537,0.106581,0.093591,0.0,55.747137,2026-09-02,77.720859,878050943.6920996,0.2,5,"Riskified Expands Platform With Conversational AI Capability ARIA | Riskified Expands its Risk Intelligence Platform with ARIA | Riskified Insider Sold Shares Worth $1,402,642, According to a Recent SEC Filing",https://finance.yahoo.com/technology/ai/articles/riskified-expands-platform-conversational-ai-124645077.html | https://finance.yahoo.com/technology/ai/articles/riskified-expands-risk-intelligence-platform-120000235.html | https://finance.yahoo.com/markets/stocks/articles/riskified-insider-sold-shares-worth-201738928.html,2026-09-01T12:46:45+00:00,54.0,74.16273,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
13,CURR,Currenc Group Inc. - Ordinary Shares,NASDAQ,4.010000228881836,0.193452,0.162319,0.2263,5.992608,0.127989,0.087555,-0.009877,57.835825,2026-09-02,78.309446,450250384.549284,0.0,5,"Alumis’ lupus drug heads to Phase III despite mid-stage miss | Application Open for $5,000 Grants Supporting High School Culinary Education Programs | Guardant Health’s Shield Blood Test Covered by Carelon Health Services for Colorectal Cancer Screening",https://finance.yahoo.com/m/63142359-acc1-3e22-8bec-94b9be14f34c/alumis%E2%80%99-lupus-drug-heads-to.html | https://finance.yahoo.com/small-business/articles/application-open-5-000-grants-172600458.html | https://finance.yahoo.com/healthcare/articles/guardant-health-shield-blood-test-120500850.html,2026-09-02T11:03:06+00:00,50.0,74.063029,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
14,XP,XP Inc. - Class A Common Stock,NASDAQ,19.989999771118164,0.067842,0.122403,0.177267,1.75969,0.184382,0.011749,0.0,85.714274,2026-09-02,76.843858,9908869453.30526,0.4,5,XP Inc (XP) (Q2 2026) Earnings Call Highlights: Record Client Assets and Strategic Resilience ... | Wall Street Analysts Think XP Inc.A (XP) Could Surge 39.2%: Read This Before Placing a Bet | XP (XP) Stock May Be 34% Undervalued Following Strong Q2 Earnings,https://finance.yahoo.com/markets/stocks/articles/xp-inc-xp-q2-2026-030103841.html | https://finance.yahoo.com/markets/stocks/articles/wall-street-analysts-think-xp-135504275.html | https://finance.yahoo.com/markets/stocks/articles/xp-xp-stock-may-34-181326750.html,2026-08-25T03:01:03+00:00,58.0,74.01728,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
15,TITN,Titan Machinery Inc. - Common Stock,NASDAQ,23.389999389648438,0.138754,0.243488,0.189725,2.575183,0.231085,-0.004928,0.0,73.047218,2026-09-02,77.874699,545037975.977478,0.1,5,Titan Machinery Shares Rise After Upgrade From Baird | Titan Machinery (TITN) Q2 2027 Earnings Call Transcript | How Deere Stock Can Hit $800. A Farming Recovery Is Coming.,https://finance.yahoo.com/markets/stocks/articles/titan-machinery-shares-rise-upgrade-190242037.html | https://finance.yahoo.com/m/12df622d-c3d2-3c9e-98d3-17eb17d4b412/titan-machinery-%28titn%29-q2.html | https://finance.yahoo.com/m/c92061c8-d72b-3a8d-9715-5264f05c739a/how-deere-stock-can-hit-%24800..html,2026-08-31T19:02:42+00:00,52.0,73.993494,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
16,SENEB,Seneca Foods Corp. - Class B Common Stock,NASDAQ,207.25999450683594,0.070171,0.102447,0.212685,3.118801,0.103735,0.066599,0.0,68.291664,2026-09-02,77.938665,1403244880.628769,0.0,5,"Why Seneca Foods Looks Ripe For A Takeover | Seneca Foods Reports Sales and Earnings for the Three Months Ended June 27, 2026 | Seneca Stock Gains Following Q1 Earnings, Sales Increase Y/Y",https://finance.yahoo.com/m/137e2642-77c8-3309-8b7c-cadf1f0a6c56/why-seneca-foods-looks-ripe.html | https://finance.yahoo.com/markets/stocks/articles/seneca-foods-reports-sales-earnings-201500949.html | https://finance.yahoo.com/markets/stocks/articles/seneca-stock-gains-following-q1-173000856.html,2026-08-12T19:07:32+00:00,50.0,73.747865,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
17,VEON,VEON Ltd. - American Depositary Shares,NASDAQ,65.7699966430664,0.055359,0.088547,0.206346,1.900901,0.117188,0.0709,0.0,78.362574,2026-09-02,77.422712,4529000563.987541,0.1,5,"VEON to Release 3Q26 Earnings on November 6, 2026, Capital Markets Day Scheduled for November 16, 2026 | Veon's Banglalink Obtains Regulatory Approval to Launch Digital Payment Service in Bangladesh | Are Investors Undervaluing VEON (VEON) Right Now?",https://finance.yahoo.com/markets/stocks/articles/veon-release-3q26-earnings-november-110000153.html | https://finance.yahoo.com/technology/articles/veon-apos-banglalink-obtains-regulatory-125414166.html | https://finance.yahoo.com/markets/stocks/articles/investors-undervaluing-veon-veon-now-134004711.html,2026-09-02T11:00:00+00:00,52.0,73.609305,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
18,SLBT,SL Science Holding Limited - Ordinary Shares,NASDAQ,3.309999942779541,0.18638,0.273077,0.182143,2.668788,0.213121,-0.193825,0.0,74.590164,2026-09-02,77.739009,1856114763.5830693,0.0,5,"SL Science Holding Limited Rings Nasdaq Bell, Capping an Active First Quarter as a Publicly Traded Company | SL Science Files FDA Drug Master File for GDT Cell-Derived Exosomes | SL Science Highlights New FDA Drug Master File for GDT Cell-Derived Exosomes, Expanding the Regulatory Foundation of its Platform",https://finance.yahoo.com/healthcare/articles/sl-science-holding-limited-rings-201000796.html | https://finance.yahoo.com/healthcare/articles/sl-science-files-fda-drug-124107046.html | https://finance.yahoo.com/healthcare/articles/sl-science-highlights-fda-drug-120000140.html,2026-09-02T20:10:00+00:00,50.0,73.578158,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
19,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ,267.3999938964844,0.086506,0.118828,0.169115,1.882969,0.148253,-0.10418,0.0,74.423965,2026-09-02,76.813121,35780557336.49396,0.2,5,Alnylam to Webcast Presentations at Upcoming September Investor Conferences | TG Therapeutics (TGTX) Up 15.1% Since Last Earnings Report: Can It Continue? | 4 Rare Disease Drugmakers With Strong Long-Term Growth Prospects,https://finance.yahoo.com/healthcare/articles/alnylam-webcast-presentations-upcoming-september-120000133.html | https://finance.yahoo.com/healthcare/articles/tg-therapeutics-tgtx-15-1-153011451.html | https://finance.yahoo.com/healthcare/articles/4-rare-disease-drugmakers-strong-145600171.html,2026-09-02T15:30:11+00:00,54.0,73.391153,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
20,IRD,"Opus Genetics, Inc. - Common Stock",NASDAQ,4.449999809265137,0.16188,0.171053,0.177249,5.04754,0.156295,0.031161,0.0,66.515834,2026-09-02,77.394852,370221396.4816561,0.0,5,Opus Genetics to Present OPGx-BEST1 Cohort 1 Clinical Data in Investor Webcast and at Upcoming Leading Ophthalmology Conferences | Opus Genetics shares rise 5.9% ahead of OPGx-BEST1 trial data | Does the Nepal glacier collapse signal a new climate risk?,https://finance.yahoo.com/healthcare/articles/opus-genetics-present-opgx-best1-110000700.html | https://finance.yahoo.com/m/bc4738cc-c4cd-3b32-af1a-1ccc0b0919dd/opus-genetics-shares-rise.html | https://finance.yahoo.com/m/5b7de5be-c827-3691-abd6-8b4ba63bc42e/does-the-nepal-glacier.html,2026-09-02T11:00:00+00:00,50.0,73.285624,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9994456762749445
