rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,HQ,Horizon Quantum Holdings Ltd. - Class A Ordinary Shares,NASDAQ,19.93000030517578,0.145402,0.173043,0.703419,4.271262,0.354815,-0.235238,0.0,75.371903,2026-08-21,79.126573,1075663570.8709717,0.0,5,"2 New Under-the-Radar Quantum Stocks Catching Analysts’ Attention | Horizon Quantum Builds Software Stack for the Race to Practical Quantum Computing | Following IonQ and D-Wave Earnings, Don’t Count Out These Smaller Quantum Stocks",https://finance.yahoo.com/technology/articles/2-under-radar-quantum-stocks-175500251.html | https://finance.yahoo.com/m/b24393f7-a394-369a-aaef-6eff21c62be3/horizon-quantum-builds.html | https://finance.yahoo.com/m/3081bea6-4871-3571-8cae-cdb1eac19ffe/following-ionq-and-d-wave.html,2026-08-20T17:55:00+00:00,50.0,74.757587,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
12,TRON,Tron Inc. - Common Stock,NASDAQ,2.009999990463257,0.074866,0.322368,0.376712,9.379752,0.292604,0.004262,0.0,74.757288,2026-08-21,79.108938,953507944.1159401,0.0,5,"BOXABL (BXBL) Unveils Server Pod Concept for Modular AI, Cloud Computing Infrastructure | Solana, Robinhood, BNB Clash for Meme Coin Season: Who is Winning the $3 Billion Rally? | BOXABL Unveils Server Pod Concept, Invites Data Center Industry to Explore Custom Factory-Built Designs",https://finance.yahoo.com/technology/ai/articles/boxabl-bxbl-unveils-server-pod-191500198.html | https://finance.yahoo.com/m/7ff236b8-a07b-3356-9223-ece1e6f623f8/solana%2C-robinhood%2C-bnb-clash.html | https://finance.yahoo.com/technology/articles/boxabl-unveils-server-pod-concept-100000179.html,2026-08-20T19:15:00+00:00,50.0,74.742597,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
13,MRNA,"Moderna, Inc. - Common Stock",NASDAQ,145.1300048828125,0.088584,1.292009,1.684113,3.614543,0.999931,0.073428,-0.167737,74.713024,2026-08-21,79.107668,57941106519.96399,0.0,5,"Can mRNA Cure Cancer? Inside the Pipeline Risks for Biotech’s Biggest Players | China's Personalized mRNA Cancer Therapy Sector Accelerates: How Far Is It From a ""DeepSeek Moment""? | Elon Musk Says mRNA Has ‘Tremendous’ Potential After Moderna, Merck Cancer Vaccine Breakthrough — MRNA Stock Falls Over 11% in Premarket (UPDATED)",https://finance.yahoo.com/m/78bd6fae-6bd9-3d30-b1da-aa7ddc0c9632/can-mrna-cure-cancer%3F-inside.html | https://finance.yahoo.com/healthcare/articles/chinas-personalized-mrna-cancer-therapy-092800981.html | https://finance.yahoo.com/healthcare/articles/elon-musk-says-mrna-tremendous-095047006.html,2026-08-21T19:10:21+00:00,50.0,74.741518,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
14,BNTX,BioNTech SE - American Depositary Shares,NASDAQ,116.56999969482422,0.051222,0.252229,0.304937,1.849325,0.221242,0.02351,0.0,81.469986,2026-08-21,79.044254,29282892867.95851,0.0,5,NVAX Stock Alert: Biotechs Hit Post-Pandemic High on mRNA Cancer Breakthrough | European Equities Traded in the US as American Depositary Receipts Track Higher in Friday Trading | Can mRNA Cure Cancer? Inside the Pipeline Risks for Biotech’s Biggest Players,https://finance.yahoo.com/m/751fd569-b165-333b-ba5b-4eceb96eede3/nvax-stock-alert%3A-biotechs.html | https://finance.yahoo.com/markets/world-indices/articles/european-equities-traded-us-american-151153177.html | https://finance.yahoo.com/m/78bd6fae-6bd9-3d30-b1da-aa7ddc0c9632/can-mrna-cure-cancer%3F-inside.html,2026-08-21T18:54:00+00:00,50.0,74.687616,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
15,MSTR,Strategy Inc - Class A Common Stock,NASDAQ,119.25,0.061037,0.281707,0.300862,2.164631,0.209812,-0.012141,0.0,71.687706,2026-08-21,78.682245,47375837955.0,0.1,5,"MSTR Jumps to $120 on Bitcoin Boost to $77,000: What Do Prediction Markets Forecast? | MSTR Stock On Track To Lead Weekly Gains Among Crypto Equities – Bitcoin Rally Puts $1.36B Back On Strategy’s Books | Stocks to Watch Recap: Strategy, Ross Stores, BJ’s Wholesale Club",https://finance.yahoo.com/m/b2251119-1802-3905-bf80-3607339f216a/mstr-jumps-to-%24120-on-bitcoin.html | https://finance.yahoo.com/m/d8a478f8-5345-3f90-8f6f-f7d23d722496/mstr-stock-on-track-to-lead.html | https://finance.yahoo.com/m/8deb7fa4-1549-3909-bd0c-2630ae002ee1/stocks-to-watch-recap%3A.html,2026-08-21T21:48:44+00:00,52.0,74.679908,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
16,AU,AngloGold Ashanti PLC Ordinary Shares,NYSE,121.22000122070312,0.052805,0.258775,0.521526,1.522216,0.30281,0.07414,0.0,88.947882,2026-08-21,78.586798,61309349829.71411,0.1,5,Can Wheaton Precious Metals Meet Its Upbeat 2026 Production Guidance? | New Strong Sell Stocks for August 21st | Brokers Suggest Investing in AngloGold Ashanti (AU): Read This Before Placing a Bet,https://finance.yahoo.com/markets/commodities/articles/wheaton-precious-metals-meet-upbeat-144500167.html | https://finance.yahoo.com/markets/stocks/articles/strong-sell-stocks-august-21st-074200414.html | https://finance.yahoo.com/markets/stocks/articles/brokers-suggest-investing-anglogold-ashanti-133002723.html,2026-08-21T14:45:00+00:00,52.0,74.598779,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
17,SENS,"Senseonics Holdings, Inc. - Common Stock",NASDAQ,9.710000038146973,0.100907,0.243278,0.997942,1.598283,0.42684,0.106059,0.0,87.594303,2026-08-21,78.885772,513407056.64698505,0.0,5,"Washington Goes All-In on Crypto: Trump Pushes Clarity, SEC Rules, and CFTC Warnings | Trustco Shareholders Reject Riskowitz Resolutions: Just 35.8% Support | TikTok pressed by senators over experiment that withheld safety measures",https://finance.yahoo.com/m/7e522a07-8734-3b42-b3c4-dd0cca99a4d9/washington-goes-all-in-on.html | https://finance.yahoo.com/markets/stocks/articles/trustco-shareholders-reject-riskowitz-resolutions-153000684.html | https://finance.yahoo.com/m/2cdc7c8c-7454-3ec2-9131-ad19ce65556d/tiktok-pressed-by-senators.html,2026-08-21T18:06:56+00:00,50.0,74.552906,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
18,SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",NASDAQ,15.460000038146973,0.153731,0.209703,0.365724,2.296059,0.30058,0.016209,0.0,78.648641,2026-08-21,79.220589,3039939601.5409374,-0.1,5,"SLS Stock Clocks Three Straight Weeks Of Gains On Cancer Vaccine Spillover, REGAL Trial Data Anticipation | Hotel Equities to operate SLS Punta del Este hotel in Uruguay | SELLAS Life Sciences Group (SLS) Shares Just Moved, So What Is Drawing Attention?",https://finance.yahoo.com/m/f67c9d05-b865-3213-83e1-d05b30ec8828/sls-stock-clocks-three.html | https://finance.yahoo.com/m/847a9bb4-9e10-30e2-bb72-3507fcd120df/hotel-equities-to-operate-sls.html | https://finance.yahoo.com/markets/stocks/articles/sellas-life-sciences-group-sls-050931079.html,2026-08-21T21:50:03+00:00,48.0,74.537501,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
19,BMNR,"BitMine Immersion Technologies, Inc. Common Stock",NYSE,22.829999923706055,0.058414,0.262721,0.445852,1.637489,0.232023,0.112823,0.0,80.564963,2026-08-21,78.858197,13771658528.997478,0.0,5,Why BitMine Immersion Technologies Stock Skyrocketed by 26% This Week | Why Is Bitmine Immersion Stock Surging Friday? | Tom Lee Ranks 17 Crypto Stocks: Is Your Bitcoin Bet Still Worthy?,https://finance.yahoo.com/m/b8309993-affe-37b3-aa21-63bd837c2a5f/why-bitmine-immersion.html | https://finance.yahoo.com/markets/stocks/articles/why-bitmine-immersion-stock-surging-123609995.html | https://finance.yahoo.com/m/76f4cc3e-30c8-3147-b3d7-d99d203ba830/tom-lee-ranks-17-crypto.html,2026-08-21T21:04:54+00:00,50.0,74.529467,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
20,TMC,TMC the metals company Inc. - Common Stock,NASDAQ,4.789999961853027,0.206549,0.194514,0.305177,3.359491,0.188291,-0.04844,0.0,68.918911,2026-08-21,78.688935,2113038941.9520168,0.0,5,Tesla’s solar roof is dead — here’s what went wrong | BC-Most Active Stocks | Yatra Confirms Commencement of Unsolicited Partial Tender Offer by Magna Holdings Ltd.,https://finance.yahoo.com/m/eb91fa1e-295b-398e-8ddb-8e802a2bf205/tesla%E2%80%99s-solar-roof-is-dead-%E2%80%94.html | https://finance.yahoo.com/markets/stocks/articles/bc-most-active-stocks-143017545.html | https://finance.yahoo.com/markets/stocks/articles/yatra-confirms-commencement-unsolicited-partial-130200239.html,2026-08-21T18:09:53+00:00,50.0,74.385595,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
