rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,RUM,RUM Group Inc. - Class A Common Stock,NASDAQ,9.359999656677246,0.034254,0.135922,0.549669,2.183944,0.318263,0.065832,0.0,84.715647,2026-08-24,77.3531,2580963146.2908325,0.1,5,"RUM Enters Bind Deal for GPU Services | RUM Group (RUM) Shares Skyrocket, What You Need To Know | RUM Group Shares Surge 10% After Signing $13.7 Billion GPU Services Agreement",https://finance.yahoo.com/technology/articles/rum-enters-bind-deal-gpu-130556812.html | https://finance.yahoo.com/markets/stocks/articles/rum-group-rum-shares-skyrocket-192936546.html | https://finance.yahoo.com/m/c1d593b6-802f-34ef-9324-803687838ebf/rum-group-shares-surge-10%25.html,2026-08-24T19:29:36+00:00,52.0,73.550135,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
12,JANX,"Janux Therapeutics, Inc. - Common Stock",NASDAQ,18.600000381469727,0.06958,0.143911,0.194605,2.107223,0.142261,0.036763,0.0,76.612906,2026-08-24,77.102945,1137144001.121828,0.1,5,"Chipotle downgraded, Darden upgraded: Wall Street's top analyst calls | Here Are Monday’s Top Wall Street Analyst Research Calls: AstraZeneca, Celestica, Chipotle Mexican Grill, Domino’s Pizza, Fortune Brands, Golar LNG, Jersey Mike’s Subs, Roku, and More | JANX Shares Gain 19.1% in 3 Months: Here's What You Need to Know",https://finance.yahoo.com/markets/stocks/articles/chipotle-downgraded-darden-upgraded-wall-135442374.html | https://finance.yahoo.com/m/b938e0cf-ed19-38cb-9287-c7876b5de04a/here-are-monday%E2%80%99s-top-wall.html | https://finance.yahoo.com/healthcare/articles/janx-shares-gain-19-1-145200201.html,2026-08-24T13:54:42+00:00,52.0,73.337503,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
13,EOLS,"Evolus, Inc. - Common Stock",NASDAQ,8.779999732971191,0.046484,0.129987,0.420712,1.266717,0.188695,0.076164,0.0,78.850332,2026-08-24,76.733784,579922845.5626297,0.2,5,"Following Heightened Competition from Botox, Xeomin, and Long-Acting Daxxify, New Study Evaluates Dysport (abobotulinumtoxinA) Revenue Trajectory Through 2034 | Wall Street Analysts Believe Evolus (EOLS) Could Rally 106.08%: Here's is How to Trade | Evolus, Inc. (EOLS) Reports Break-Even Earnings for Q2",https://finance.yahoo.com/healthcare/articles/following-heightened-competition-botox-xeomin-145600944.html | https://finance.yahoo.com/markets/stocks/articles/wall-street-analysts-believe-evolus-135503366.html | https://finance.yahoo.com/markets/stocks/articles/evolus-inc-eols-reports-break-003505021.html,2026-08-17T14:56:00+00:00,54.0,73.323716,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
14,OR,OR Royalties Inc. Common Shares,NYSE,37.4900016784668,0.038792,0.124812,0.269127,2.253689,0.145152,0.032128,0.0,80.843265,2026-08-24,76.97644,7022014265.3529625,0.0,5,"OR Royalties (OR) Q2 2026 Earnings Call Transcript | OR Royalties Q2 Earnings Call Highlights | OR Royalties (TSX:OR) Lifts Dividend And Buybacks, Is It Still A Bargain?",https://finance.yahoo.com/m/594384c7-0b1b-3bdb-81b7-db277a4a262a/or-royalties-%28or%29-q2-2026.html | https://finance.yahoo.com/m/c0823122-b263-3679-b8c8-c140dbbf09da/or-royalties-q2-earnings-call.html | https://finance.yahoo.com/markets/stocks/articles/royalties-tsx-lifts-dividend-buybacks-131717528.html,2026-08-12T22:28:33+00:00,50.0,72.929974,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
15,OABI,"OmniAb, Inc. - Common Stock",NASDAQ,4.710000038146973,0.08776,0.232984,1.320197,0.938199,0.532455,0.196194,0.0,97.879861,2026-08-24,76.033476,684788780.1262035,0.2,5,Top Midday Gainers | Why Eli Lilly (LLY) Stock Is Up Today | Eli Lilly (LLY) Adds Neuroscience And Lung Cancer Research Deals,https://finance.yahoo.com/markets/stocks/articles/top-midday-gainers-174029108.html | https://finance.yahoo.com/healthcare/articles/why-eli-lilly-lly-stock-223733189.html | https://finance.yahoo.com/healthcare/articles/eli-lilly-lly-adds-neuroscience-221100919.html,2026-08-18T22:37:33+00:00,54.0,72.728455,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
16,FIVE,"Five Below, Inc. - Common Stock",NASDAQ,262.7200012207031,0.049872,0.101274,0.268321,2.149498,0.128801,0.119321,0.0,73.979595,2026-08-24,76.591082,14527194682.219208,0.0,5,American Society of Landscape Architects Announces its 2026 Professional Awards | Crypto Exchange Trading Volumes Double In Five Days | Fifth Third Bancorp to Participate in the Barclays Global Financial Services Conference,https://finance.yahoo.com/media-advertising/articles/american-society-landscape-architects-announces-203100158.html | https://finance.yahoo.com/m/e1687433-9af8-391b-951a-ea3818bb2a57/crypto-exchange-trading.html | https://finance.yahoo.com/markets/stocks/articles/fifth-third-bancorp-participate-barclays-210000154.html,2026-08-24T21:00:00+00:00,50.0,72.60242,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
17,ANRO,"Alto Neuroscience, Inc. Common Stock",NYSE,36.25,0.057468,0.078869,0.300682,1.876575,0.191259,0.104201,0.0,87.198535,2026-08-24,76.501039,1422526270.0,0.0,5,"Alto Neuroscience (ANRO) Reports Another Quarterly Loss, Is The Stock Already Overvalued? | Are Alto Neuroscience’s (ANRO) Rising Losses Funding a Stronger Depression Pipeline or Diluting Discipline? | Alto Neuroscience (ANRO) Stock Looks Stretched On Expanded ALTO 207 Plans",https://finance.yahoo.com/markets/stocks/articles/alto-neuroscience-anro-reports-another-200722327.html | https://finance.yahoo.com/healthcare/articles/alto-neuroscience-anro-rising-losses-080845428.html | https://finance.yahoo.com/markets/stocks/articles/alto-neuroscience-anro-stock-looks-031630975.html,2026-08-16T20:07:22+00:00,50.0,72.525883,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
18,ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,35.279998779296875,0.026178,0.175608,0.361636,1.583355,0.224022,0.058626,0.0,77.728971,2026-08-24,75.231792,718321802.0257568,0.3,5,Best Momentum Stocks to Buy for August 21st | New Strong Buy Stocks for August 21st | Wall Street Analysts Think Assembly Biosciences (ASMB) Could Surge 40.66%: Read This Before Placing a Bet,https://finance.yahoo.com/markets/stocks/articles/best-momentum-stocks-buy-august-140000280.html | https://finance.yahoo.com/markets/stocks/articles/strong-buy-stocks-august-21st-075200158.html | https://finance.yahoo.com/markets/stocks/articles/wall-street-analysts-think-assembly-135502841.html,2026-08-21T14:00:00+00:00,56.0,72.347023,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
19,EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ,35.04999923706055,0.087834,0.196654,0.152961,2.2615,0.186989,-0.058601,0.0,64.35152,2026-08-24,75.897519,2156835981.9517746,0.1,5,"EZCORP Eyes Faster Expansion After Record Quarter, SMG Deal | EZCORP (EZPW) Q3 2026 Earnings Call Transcript | EZCORP Q3 Earnings Call Highlights Core Pawn Strength",https://finance.yahoo.com/m/ac66deb4-6a35-38e9-accc-aa53ab30ba7b/ezcorp-eyes-faster-expansion.html | https://finance.yahoo.com/m/46ba0d8f-7fa1-3860-9f02-cc3b75683512/ezcorp-%28ezpw%29-q3-2026.html | https://finance.yahoo.com/markets/stocks/articles/ezcorp-q3-earnings-call-highlights-152300029.html,2026-08-13T23:04:04+00:00,52.0,72.312892,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
20,TOP,TOP Financial Group Limited - Class A Ordinary Shares,NASDAQ,16.239999771118164,0.149328,0.42832,6.588785,1.008984,0.565943,0.78948,0.0,79.760542,2026-08-24,75.882903,2008977502.806055,0.0,5,"Top Realtor in Sacramento, CA: Johnny Jennings | Top Biopharma Analyst Sees Biotech M&A Market Reopening After a Long Freeze | Top Strategist Warns Nvidia’s Earnings on Wednesday Could Hit the Entire Market",https://finance.yahoo.com/real-estate/articles/top-realtor-sacramento-ca-johnny-175500548.html | https://finance.yahoo.com/m/fefe5b28-636c-3c2f-b220-1a8fd21de09d/top-biopharma-analyst-sees.html | https://finance.yahoo.com/m/f8bc23f6-1a31-380b-98e9-c5cb31b6adbf/top-strategist-warns-nvidia%E2%80%99s.html,2026-08-24T20:12:30+00:00,50.0,72.000468,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996314722682882
