rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,BALY,Bally's Corporation Common Stock,NYSE,12.210000038146973,0.15625,0.265285,0.318574,1.488028,0.25792,-0.169817,0.0,73.708203,2026-09-23,77.284782,709096784.1,-0.1,5,"A Look Back at Consumer Discretionary - Casino Operator Stocks’ Q1 Earnings: Bally's (NYSE:BALY) Vs The Rest Of The Pack | Bally’s (BALY)’s Casino Building Spree Triggers a ‘Going Concern’ Warning | Bally's (BALY) Shares Skyrocket, What You Need To Know",https://finance.yahoo.com/markets/stocks/articles/look-back-consumer-discretionary-casino-145302140.html | https://finance.yahoo.com/markets/stocks/articles/bally-baly-casino-building-spree-210836644.html | https://finance.yahoo.com/markets/stocks/articles/ballys-baly-shares-skyrocket-know-030730150.html,2026-09-23T14:53:02+00:00,48.0,72.892065,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
12,BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,59.130001068115234,0.08875,0.180711,0.275728,1.468345,0.188393,-0.051664,0.0,60.087083,2026-09-23,76.807048,1989738122.04,0.0,5,BAND Partners With Docker to Bring Sandboxed Local Execution to Multi-Agent Teams | Gap partners with boy band Just Your Type in multiyear partnership | Winds of Syex̣t: A New Community-led Identity for Lower Nicola Indian Band and Capstone Infrastructure Corporation’s Renewable Energy Project,https://finance.yahoo.com/technology/ai/articles/band-partners-docker-bring-sandboxed-170000099.html | https://finance.yahoo.com/media-advertising/articles/gap-partners-boy-band-just-145903357.html | https://finance.yahoo.com/energy/articles/winds-syex-t-community-led-214400141.html,2026-09-24T17:00:00+00:00,50.0,72.785991,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
13,ASPN,"Aspen Aerogels, Inc. Common Stock",NYSE,5.679999828338623,0.094412,0.168724,0.133732,1.556705,0.134638,-0.034821,0.0,75.301219,2026-09-23,76.452782,439840555.2,0.0,5,"Actabl Appoints Susan Walker as Chief Financial Officer | These 5 Green Stocks Have Crushed Clean Energy ETFs, S&P 500 And AI Funds In 2026 | Aspen Aerogels (ASPN) Stock Sees Fair Value Lift After Q2 Improves Segment Visibility",https://finance.yahoo.com/technology/ai/articles/actabl-appoints-susan-walker-chief-124300586.html | https://finance.yahoo.com/markets/stocks/articles/5-green-stocks-crushed-clean-061807153.html | https://finance.yahoo.com/markets/stocks/articles/aspen-aerogels-aspn-stock-sees-042452104.html,2026-09-23T12:43:00+00:00,50.0,72.484865,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
14,NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,NASDAQ,117.79000091552734,0.028374,0.132814,0.174963,2.315504,0.118019,0.036183,0.0,64.705891,2026-09-23,75.73818,6658398472.44,0.2,5,"Nice (NICE) Dips More Than Broader Market: What You Should Know | NICE's Longer-Term AI Opportunity Remains Incrementally Constructive, RBC Says | NiCE Paid $955M to Own the Routing Layer. That Should Tell You Where Enterprise AI Is Headed.",https://finance.yahoo.com/markets/stocks/articles/nice-nice-dips-more-broader-205004024.html | https://finance.yahoo.com/technology/ai/articles/nice-apos-longer-term-ai-160224631.html | https://finance.yahoo.com/technology/ai/articles/nice-paid-955m-own-routing-122300840.html,2026-09-24T20:50:04+00:00,54.0,72.477453,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
15,INOD,Innodata Inc. - Common Stock,NASDAQ,71.98999786376953,0.028869,0.299224,0.259227,3.506935,0.255329,-0.045916,0.0,84.760404,2026-09-23,76.39937,2471081127.3700004,0.0,5,BigBear.ai vs. Innodata: Which Technology Stock Is a Better Buy in 2026? | Strength Seen in Innodata Inc (INOD): Can Its 14.6% Jump Turn into More Strength? | Innodata (INOD) Stock Looks Expensive Relative To Current Earnings,https://finance.yahoo.com/technology/ai/articles/bigbear-ai-vs-innodata-technology-203801617.html | https://finance.yahoo.com/markets/stocks/articles/strength-seen-innodata-inc-inod-153700356.html | https://finance.yahoo.com/markets/stocks/articles/innodata-inod-stock-looks-expensive-032039372.html,2026-09-24T20:38:01+00:00,50.0,72.439464,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
16,CTKB,"Cytek Biosciences, Inc. - Common Stock",NASDAQ,5.679999828338623,0.075758,0.161554,0.279279,1.19796,0.176592,0.038261,0.0,81.927721,2026-09-23,76.390545,744804039.69,0.0,5,"Cytek® Biosciences Extends Capabilities Within Cytek Cloud Digital Ecosystem with New Cloud Analysis Tool | Is the Options Market Predicting a Spike in Cytek Biosciences Bank Stock? | Cytek Biosciences, Sysmex Europe Collaborate to Deliver Clinical Flow Cytometry Workflows",https://finance.yahoo.com/healthcare/articles/cytek-biosciences-extends-capabilities-within-210000247.html | https://finance.yahoo.com/markets/options/articles/options-market-predicting-spike-cytek-124800456.html | https://finance.yahoo.com/healthcare/articles/cytek-biosciences-sysmex-europe-collaborate-135232251.html,2026-09-23T21:00:00+00:00,50.0,72.431964,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
17,RMBS,"Rambus, Inc. - Common Stock",NASDAQ,103.47000122070312,0.067141,0.244977,0.188354,1.194456,0.18384,-0.061167,0.0,73.261763,2026-09-23,76.121924,11339660593.65,0.0,5,This Under-the-Radar Chip Company Could Have a Much Bigger Future | Chip Stocks Rise As Four New Names Join SOX Index. AMD Breaks Out. | 3 AI Infrastructure Stocks Riding The White House Push Into Data Centers,https://finance.yahoo.com/markets/stocks/articles/under-radar-chip-company-could-183028114.html | https://finance.yahoo.com/m/962f9419-3a45-3b55-ac87-70b396098e6c/chip-stocks-rise-as-four-new.html | https://finance.yahoo.com/technology/ai/articles/3-ai-infrastructure-stocks-riding-061415618.html,2026-09-22T18:30:28+00:00,50.0,72.203635,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
18,NTRA,"Natera, Inc. - Common Stock",NASDAQ,390.7900085449219,0.054365,0.11406,0.192451,1.232065,0.147962,0.102914,0.0,85.975574,2026-09-23,75.907202,58924695254.3,0.0,0,,,,50.0,72.021122,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
19,FORM,"FormFactor, Inc. - Common Stock",NASDAQ,131.25999450683594,0.100159,0.290786,0.216497,1.084051,0.214218,-0.026999,0.0,76.958944,2026-09-23,75.798289,10080698354.0,0.0,5,"Lam Research, Marvell Technology, Western Digital, FormFactor, and Penguin Solutions Shares Are Falling, What You Need To Know | Bullish, Equiniti Form Coalition to Advance Tokenized Securities | Western Digital, FormFactor, Penguin Solutions, Himax, and Power Integrations Shares Are Falling, What You Need To Know",https://finance.yahoo.com/markets/stocks/articles/lam-research-marvell-technology-western-232858881.html | https://finance.yahoo.com/markets/crypto/articles/bullish-equiniti-form-coalition-advance-214135202.html | https://finance.yahoo.com/markets/stocks/articles/western-digital-formfactor-penguin-solutions-212858821.html,2026-09-24T23:28:58+00:00,50.0,71.928546,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
20,BHE,"Benchmark Electronics, Inc. Common Stock",NYSE,83.11000061035156,0.077112,0.144293,0.158812,1.070844,0.128085,-0.048488,0.0,75.723013,2026-09-23,75.251066,2950822495.9500003,0.1,5,"Sidoti Events, LLC's September Small-Cap Virtual Conference | A Look Back at Electronic Components & Manufacturing Stocks’ Q2 Earnings: Benchmark (NYSE:BHE) Vs The Rest Of The Pack | Benchmark Electronics Announces Quarterly Cash Dividend",https://finance.yahoo.com/small-business/articles/sidoti-events-llcs-september-small-134500209.html | https://finance.yahoo.com/markets/stocks/articles/look-back-electronic-components-manufacturing-125817153.html | https://finance.yahoo.com/markets/stocks/articles/benchmark-electronics-announces-quarterly-cash-200700076.html,2026-09-22T13:45:00+00:00,52.0,71.763406,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998158718468054
