rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,RCKT,"Rocket Pharmaceuticals, Inc. - Common Stock",NASDAQ,3.859999895095825,0.066298,0.099715,0.241158,2.158458,0.092092,0.006292,0.0,56.32183,2026-08-28,77.832859,423729932.9041865,0.0,5,"Rocket Pharmaceuticals Q2 Earnings Rise Y/Y, Kresladi Launch in Focus | KBRA Assigns Preliminary Ratings to RCKT Mortgage Trust 2026-CES8 (RCKT 2026-CES8) | Rocket Pharmaceuticals' Danon, PKP2-ACM Updates Seen as Key H2 Catalysts, Wedbush Says",https://finance.yahoo.com/healthcare/articles/rocket-pharmaceuticals-q2-earnings-rise-182100202.html | https://finance.yahoo.com/real-estate/articles/kbra-assigns-preliminary-ratings-rckt-134800636.html | https://finance.yahoo.com/healthcare/articles/rocket-pharmaceuticals-apos-danon-pkp2-173623401.html,2026-08-11T18:21:00+00:00,50.0,73.657931,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
12,TAP.A,Molson Coors Beverage Company Class A Common Stock,NYSE,47.809898376464844,0.07438,0.144873,0.160434,3.975582,0.122904,-0.019776,0.0,100.0,2026-08-28,77.718658,8914343588.622185,0.0,5,"Brooklinen Introduces ""Best. Sheets. Ever."" Campaign Featuring Ben Marshall, Robby Hoffman, Mikal Bridges and Alana Haim | 3 Generic Drug Stocks to Watch Amid Improving Industry Trends | Syria's president pays for coffee with Visa card as Damascus rejoins financial systems",https://finance.yahoo.com/media-advertising/articles/brooklinen-introduces-best-sheets-ever-141500189.html | https://finance.yahoo.com/healthcare/articles/3-generic-drug-stocks-watch-170600669.html | https://finance.yahoo.com/m/b45c0cea-6bbe-362e-839e-ce0e68d48192/syria%27s-president-pays-for.html,2026-08-27T17:06:00+00:00,50.0,73.560859,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
13,TRLV,Trulieve Cannabis Corp. Subordinate Voting Shares,NYSE,11.819999694824219,0.071623,0.064865,0.366474,1.305567,0.195388,0.067404,0.0,82.009338,2026-08-28,76.432664,2276120794.35376,0.1,5,Trulieve to Ring The Closing Bell at the New York Stock Exchange as First U.S. Cannabis Company Listed on the NYSE | Happy Health Raises $75 Million for Healthcare in the Home: NYSE Content Update | Trulieve Completes Redomicile from British Columbia to Delaware,https://finance.yahoo.com/markets/stocks/articles/trulieve-ring-closing-bell-york-120000131.html | https://finance.yahoo.com/healthcare/articles/happy-health-raises-75-million-125500835.html | https://finance.yahoo.com/markets/stocks/articles/trulieve-completes-redomicile-british-columbia-201000877.html,2026-08-18T12:55:00+00:00,52.0,72.767764,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
14,CXM,"Sprinklr, Inc. Class A Common Stock",NYSE,8.15999984741211,0.027708,0.102703,0.283019,1.473233,0.152217,0.146957,0.0,77.0925,2026-08-28,75.870079,1911306662.1795273,0.1,5,"Stay Ahead of the Game With Sprinklr (CXM) Q2 Earnings: Wall Street's Insights on Key Metrics | Earnings Calendar and Analysis for This Week (August 31-September 4) | Amplitude, GitLab, Doximity, Freshworks, and Sprinklr Shares Skyrocket, What You Need To Know",https://finance.yahoo.com/markets/stocks/articles/stay-ahead-game-sprinklr-cxm-131503131.html | https://finance.yahoo.com/m/ea7e8759-c4d2-388b-adbc-040c632ad89a/earnings-calendar-and.html | https://finance.yahoo.com/markets/stocks/articles/amplitude-gitlab-doximity-freshworks-sprinklr-060107087.html,2026-08-28T16:38:21+00:00,52.0,72.289567,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
15,MEI,"Methode Electronics, Inc. Common Stock",NYSE,18.209999084472656,0.024184,0.27521,0.301644,1.709643,0.125081,0.019402,0.0,58.409499,2026-08-28,75.719799,646362861.32341,0.1,5,"Red Carpet Photos: Brittany Snow, Dave Grohl  More at Mother Opening | Methode Electronics Announces First Quarter Fiscal 2027 Results Conference Call | Why Methode Electronics (MEI) Stock Is Trading Up Today",https://finance.yahoo.com/m/4b19c6cb-2e01-3ed4-90ed-0e75413d0eac/red-carpet-photos%3A-brittany.html | https://finance.yahoo.com/markets/stocks/articles/methode-electronics-announces-first-quarter-211000277.html | https://finance.yahoo.com/markets/stocks/articles/why-methode-electronics-mei-stock-195844585.html,2026-08-27T17:35:25+00:00,52.0,72.161829,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
16,SPT,"Sprout Social, Inc - Class A Common Stock",NASDAQ,11.489999771118164,0.040761,0.146707,0.339161,1.096855,0.163515,0.134499,0.0,70.689669,2026-08-28,75.994007,696204502.0115433,0.0,5,"Autodesk, Qualys, Rapid7, Sprout Social, and Tenable Shares Skyrocket, What You Need To Know | 3 Russell 2000 Stocks We Keep Off Our Radar | The AI-related reason every billionaire suddenly wants to own a sports team",https://finance.yahoo.com/markets/stocks/articles/autodesk-qualys-rapid7-sprout-social-052107968.html | https://finance.yahoo.com/markets/stocks/articles/3-russell-2000-stocks-keep-192907247.html | https://finance.yahoo.com/m/9dd6dbc6-1403-34d8-8add-e9655f69336f/the-ai-related-reason-every.html,2026-08-28T05:21:07+00:00,50.0,72.094906,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
17,TRVG,trivago N.V. - American Depositary Shares,NASDAQ,6.0,0.067616,0.109057,0.136364,1.603227,0.127926,0.002148,0.0,66.504843,2026-08-28,75.769742,423350724.0,0.0,5,Earnings Estimates Moving Higher for Trivago (TRVG): Time to Buy? | Are You Looking for a Top Momentum Pick? Why Trivago N.V. ADS (TRVG) is a Great Choice | Best Momentum Stocks to Buy for August 28th,https://finance.yahoo.com/markets/stocks/articles/earnings-estimates-moving-higher-trivago-162001539.html | https://finance.yahoo.com/markets/stocks/articles/looking-top-momentum-pick-why-160002930.html | https://finance.yahoo.com/markets/stocks/articles/best-momentum-stocks-buy-august-140000128.html,2026-08-28T16:20:01+00:00,50.0,71.904281,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
18,GWRE,"Guidewire Software, Inc. Common Stock",NYSE,205.85000610351562,0.023671,0.08806,0.354811,1.481845,0.153363,0.171709,0.0,74.053513,2026-08-28,75.146908,17138323037.556519,0.1,5,1 Mid-Cap Stock with Impressive Fundamentals and 2 Facing Challenges | Earnings Calendar and Analysis for This Week (August 31-September 4) | Guidewire Software (GWRE) Reports Next Week: Wall Street Expects Earnings Growth,https://finance.yahoo.com/markets/stocks/articles/1-mid-cap-stock-impressive-123252360.html | https://finance.yahoo.com/m/ea7e8759-c4d2-388b-adbc-040c632ad89a/earnings-calendar-and.html | https://finance.yahoo.com/markets/stocks/articles/guidewire-software-gwre-reports-next-140006076.html,2026-08-28T16:38:21+00:00,52.0,71.674872,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
19,WDAY,"Workday, Inc. - Class A Common Stock",NASDAQ,204.72000122070312,0.057602,0.023549,0.276787,1.742228,0.088094,0.195792,-0.00838,61.321276,2026-08-28,73.204108,50560410922.3613,0.6,5,"WDAY Q2 Deep Dive: AI-Powered Adoption Drives Product Expansion and Margin Gains | WDAY Q2 Earnings Beat Estimates on Subscription Growth, Margin Gains | Workday's Fiscal 2028 Growth Guide Reflects Delayed AI Payoff, UBS Says",https://finance.yahoo.com/technology/ai/articles/wday-q2-deep-dive-ai-200052150.html | https://finance.yahoo.com/markets/stocks/articles/wday-q2-earnings-beat-estimates-143300884.html | https://finance.yahoo.com/technology/ai/articles/workday-apos-fiscal-2028-growth-164643143.html,2026-08-28T20:00:52+00:00,62.0,71.523492,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
20,FNKO,"Funko, Inc. - Class A Common Stock",NASDAQ,7.099999904632568,0.053412,0.092308,0.217839,1.080031,0.151849,0.045579,0.0,65.319866,2026-08-28,75.191787,397569933.2598276,0.0,5,"Stocks making big moves this week: Napco, J. M. Smucker, HP, Paymentus, and Funko | 3 Consumer Stocks Walking a Fine Line | Funko Insider Bought Shares Worth $499,995, According to a Recent SEC Filing",https://finance.yahoo.com/markets/stocks/articles/stocks-making-big-moves-week-185652136.html | https://finance.yahoo.com/markets/stocks/articles/3-consumer-stocks-walking-fine-162507737.html | https://finance.yahoo.com/markets/stocks/articles/funko-insider-bought-shares-worth-205914893.html,2026-08-28T18:56:52+00:00,50.0,71.413019,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9996305191206355
