rank,symbol,name,exchange,price,return_1d,return_5d,return_20d,volume_ratio_20d,price_vs_sma20,sma20_vs_sma50,distance_from_20d_high,rsi_14,price_as_of,price_momentum_score,market_cap,news_signal,news_count,headlines,news_urls,latest_news_utc,news_score,combined_score,signal,research_status,scan_status,history_coverage_ratio
11,GALT,Galectin Therapeutics Inc. - Common Stock,NASDAQ,4.610000133514404,0.05977,0.146766,0.336232,1.445544,0.21236,-0.026448,0.0,78.061217,2026-09-04,77.97193,464916872.30488014,0.0,5,"John Galt Solutions' Supply Chain Scholarship Reopens for Applications in September 2026 | Transferra Backs John Galt Forum, with COO Alexey Reshko Joining the Panel Discussion | 20 stocks likely to lose money even if the bull market continues",https://finance.yahoo.com/small-business/articles/john-galt-solutions-supply-chain-161500154.html | https://finance.yahoo.com/small-business/articles/transferra-backs-john-galt-forum-083600001.html | https://finance.yahoo.com/m/fa860340-82f1-3158-8ab8-46c9c1faf1da/20-stocks-likely-to-lose.html,2026-09-03T16:15:00+00:00,50.0,73.77614,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
12,BUUU,BUUU Group Limited - Class A Ordinary Share,NASDAQ,34.599998474121094,0.092517,0.205575,0.306153,1.286598,0.164954,0.190868,0.0,64.879695,2026-09-04,76.864211,577646974.5254517,0.25,2,"BUUU to Buy 60% of Brightray Science, Lines Up $60 Million in Private Placements | BUUU Group Limited Signs Definitive Agreement to Acquire Majority Stake in Brightray Science Inc. and Over US$60 Million of Private Placements, Making Industrialized AI Data Center Delivery Its Core Growth Business",https://finance.yahoo.com/markets/stocks/articles/buuu-buy-60-brightray-science-142520085.html | https://finance.yahoo.com/technology/ai/articles/buuu-group-limited-signs-definitive-131900541.html,2026-09-03T14:25:20+00:00,55.0,73.584579,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
13,HAFN,Hafnia Limited Common Shares,NYSE,9.220000267028809,0.032475,0.088548,0.227696,1.901847,0.137149,0.061062,0.0,76.98413,2026-09-04,77.283703,4607983765.556006,0.1,5,HAFNIA LIMITED: Ex dividend USD 0.5003 on the Oslo Stock Exchange today | Hafnia (HAFN) Payouts Surge as Q2 Profit Hits Multi-Year High | Hafnia (HAFN) Q2 2026 Earnings Call Transcript,https://finance.yahoo.com/markets/stocks/articles/hafnia-limited-ex-dividend-usd-053900755.html | https://finance.yahoo.com/markets/stocks/articles/hafnia-hafn-payouts-surge-q2-111110885.html | https://finance.yahoo.com/m/ee16015f-3ee6-3d90-9c1c-38a4e2cb643b/hafnia-%28hafn%29-q2-2026.html,2026-09-07T05:39:00+00:00,52.0,73.491147,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
14,GPI,"Group 1 Automotive, Inc. Common Stock",NYSE,300.760009765625,0.057785,0.141788,0.13099,2.410953,0.128884,-0.078996,0.0,77.59248,2026-09-04,77.163904,3585728507.4279785,0.1,5,Good Purpose Investments Reports Strong Second Quarter and First Half 2026 Results | Good Purpose Investments Engages Atrium Research Corporation for Equity Research Coverage | The Half Of Phinia's Outlook That Actually Buys Back Stock,https://finance.yahoo.com/markets/stocks/articles/good-purpose-investments-reports-strong-120000726.html | https://finance.yahoo.com/markets/stocks/articles/good-purpose-investments-engages-atrium-051500606.html | https://finance.yahoo.com/m/6b34e6c7-7056-397a-bf8c-c3822fcaf026/the-half-of-phinia%27s-outlook.html,2026-09-01T12:00:00+00:00,52.0,73.389319,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
15,ATTO,"Attovia Therapeutics, Inc. - Common Stock",NASDAQ,25.549999237060547,0.055785,0.234299,0.266733,1.218724,0.208524,,0.0,60.597017,2026-09-04,76.431848,1166389709.2708511,0.1,5,Attovia Therapeutics Reports Second Quarter 2026 Financial Results and Provides a Corporate Update | Attovia Therapeutics to Participate in Upcoming Investor Conferences | Attovia Therapeutics Q2 Net Loss Widens,https://finance.yahoo.com/healthcare/articles/attovia-therapeutics-reports-second-quarter-200500041.html | https://finance.yahoo.com/healthcare/articles/attovia-therapeutics-participate-upcoming-investor-200500119.html | https://finance.yahoo.com/healthcare/articles/attovia-therapeutics-q2-net-loss-204809801.html,2026-09-03T20:05:00+00:00,52.0,72.767071,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
16,MRX,Marex Group Limited - Ordinary Shares,NASDAQ,78.2699966430664,0.034633,0.074547,0.289951,2.018991,0.103922,0.060463,0.0,67.246179,2026-09-04,76.203859,5630028953.432846,0.1,5,ServiceNow Leads Five Stocks To Watch Near Buy Points | IPO Stock Of The Week: Marex Breaks Out Past Rare Buy Point As RS Line Triggers Bullish Signal | Wall Street giants are making their biggest XRP ETF bets yet,https://finance.yahoo.com/m/e86af097-8bdd-3d03-9d3f-71859be83f7d/servicenow-leads-five-stocks.html | https://finance.yahoo.com/m/2d34490e-6f1a-39a5-98ef-33b3a32206d8/ipo-stock-of-the-week%3A-marex.html | https://finance.yahoo.com/m/51228954-9528-3229-998f-018ddcd4c4b7/wall-street-giants-are-making.html,2026-09-05T12:00:14+00:00,52.0,72.57328,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
17,SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,1740.0,0.118978,0.171733,0.435395,1.241074,0.13741,-0.013197,-0.026219,46.734328,2026-09-04,76.112885,254769061740.0,0.1,5,"Micron, SanDisk get new aggressive price targets from top analyst | The AI Memory Stock That Could Outshine the Obvious Picks | Sandisk Soars Nearly 12% Before Joining the S&P 100",https://finance.yahoo.com/m/5354fd0b-9012-384e-854c-60ed8bfad248/micron%2C-sandisk-get-new.html | https://finance.yahoo.com/m/e08a90a2-842a-3d68-a6f9-b97505f341cc/the-ai-memory-stock-that.html | https://finance.yahoo.com/markets/stocks/articles/sandisk-soars-nearly-12-joining-215620577.html,2026-09-07T22:05:00+00:00,52.0,72.495952,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
18,BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,10.5,0.160221,0.140065,0.076923,4.459148,0.122995,-0.074935,0.0,62.784084,2026-09-04,75.207978,529130910.0,0.3,5,BBCP Q2 Deep Dive: Commercial and Infrastructure Projects Drive Guidance Increase and Dividend Initiation | Why Are Concrete Pumping (BBCP) Shares Soaring Today | Concrete Pumping (BBCP) Raised Outlook and Initiated a Dividend After Revenue Growth. Can Infrastructure Demand Fund Returns and Deleveraging?,https://finance.yahoo.com/markets/stocks/articles/bbcp-q2-deep-dive-commercial-231810948.html | https://finance.yahoo.com/markets/stocks/articles/why-concrete-pumping-bbcp-shares-005410073.html | https://finance.yahoo.com/markets/stocks/articles/concrete-pumping-bbcp-raised-outlook-231319705.html,2026-09-05T00:54:10+00:00,56.0,72.326781,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
19,PROK,ProKidney Corp. - Class A Ordinary Shares,NASDAQ,2.009999990463257,0.046875,0.098361,0.22561,0.986025,0.213951,-0.01102,0.0,85.882353,2026-09-04,76.15682,412451421.17306304,0.0,5,"20 stocks likely to lose money even if the bull market continues | Prokidney Insider Sold Shares Worth $1,067,773, According to a Recent SEC Filing | ProKidney Corp. (PROK) Reports Q2 Loss, Misses Revenue Estimates",https://finance.yahoo.com/m/fa860340-82f1-3158-8ab8-46c9c1faf1da/20-stocks-likely-to-lose.html | https://finance.yahoo.com/markets/stocks/articles/prokidney-insider-sold-shares-worth-210932523.html | https://finance.yahoo.com/markets/stocks/articles/prokidney-corp-prok-reports-q2-215507627.html,2026-08-27T20:48:00+00:00,50.0,72.233297,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
20,RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ,3.630000114440918,0.055233,0.086826,0.127329,1.864498,0.080357,0.009888,0.0,63.265307,2026-09-04,75.688606,1946664107.1813555,0.1,5,Why Is Recursion Pharmaceuticals (RXRX) Up 8.2% Since Last Earnings Report? | Can RXRX's Pipeline Expansion Strengthen Its Long-Term Growth Outlook? | 4 AI-Powered Drug Discovery Stocks to Watch as AI Reshapes Pharma,https://finance.yahoo.com/markets/stocks/articles/why-recursion-pharmaceuticals-rxrx-8-153018063.html | https://finance.yahoo.com/healthcare/articles/rxrxs-pipeline-expansion-strengthen-long-143200613.html | https://finance.yahoo.com/healthcare/articles/4-ai-powered-drug-discovery-135600557.html,2026-09-04T15:30:18+00:00,52.0,72.135315,Strong momentum,Idea candidate — deeper research required,COMPLETE,0.9998150887573964
